competitor_id,pixel_ids,param_keys,widget_phrases,widget_forcekey_matches,ad_count
YWRfaWR8ZmJj,,ad_id|fbclick|fbid|forcekeyA|forcekeyB|forcekeyC|forcekeyD|forcekeyE|headline|imp|is_pub_ref|optkey|placement|s1agid|s1aid|s1cid|segment|utm_source,___|Clarissa Martin|several effective eye surgery procedures|ways to make it more affordabl|adequate corneal thickness|About Us|Contact|Terms of Use|Privacy Policy|Do not Sell my Info|Discover $299 Laser Eye Surgery Near Me|Laser Clinic Near Me|$299 Laser Eye Surgery|Find $299 Laser Eye Surgery Near Me|$299 Laser Eye Surgery Near Me|See $299 Laser Eye Surgery Near Me,forcekeyA:$299 laser eye surgery near me|forcekeyB:see $299 laser eye surgery near me|forcekeyC:find $299 laser eye surgery near me|forcekeyD:discover $299 laser eye surgery near me|forcekeyE:$299 laser eye surgery,1
forcekeyA:pet insurance quotes|forcekeyB:pet insurance quotes ($10/month),,ad_id|fbclick|fbid|forcekeyA|forcekeyB|forcekeyC|forcekeyD|forcekeyE|headline|imp|is_pub_ref|optkey|placement|s1agid|s1aid|s1cid|segment|utm_source,"""___|Clarissa Martin|Affordable pet insurance|offers a way to save money|accident coverage"," preventive care|top affordable pet insurance providers|Lemonade|Figo|Nationwide|About Us|Contact|Terms of Use|Privacy Policy|Do not Sell my Info|Verified Pet Insurance Quotes ($10/month)|Pet Insurance Quotes ($10/month) [search Now]|Pet Insurance that Covers Everything|Pet Insurance Quotes ($10/month) Near Me|Pet Insurance Quotes ($10/month) in los Angeles|Pet Insurance Quotes ($10/month)""",1
forcekeyA:pet insurance quotes|forcekeyB:pet insurance quotes ($10/month)|forcekeyC:pet insurance for dogs ($10/month)|forcekeyD:pet insurance for dogs,,ad_id|fbclick|fbid|forcekeyA|forcekeyB|forcekeyC|forcekeyD|forcekeyE|headline|imp|is_pub_ref|optkey|placement|s1agid|s1aid|s1cid|segment|utm_source,"""___|Clarissa Martin|Affordable pet insurance|offers a way to save money|accident coverage"," preventive care|top affordable pet insurance providers|Lemonade|Figo|Nationwide|About Us|Contact|Terms of Use|Privacy Policy|Do not Sell my Info|Pet Care Assistance for Senior Citizens|Costco Pet Insurance|Pet Assistance for Low Income Families Near Me|Pet Insurance that Covers Everything|Pet Insurance for Dogs ($10/month)|Pet Insurance Quotes ($10/month)""",1
forcekeyA:pet insurance quotes|forcekeyB:pet insurance quotes ($10/month),,ad_id|fbclick|fbid|forcekeyA|forcekeyB|forcekeyC|forcekeyD|forcekeyE|headline|imp|is_pub_ref|optkey|placement|s1agid|s1aid|s1cid|segment|utm_source,"""___|Clarissa Martin|Affordable pet insurance|offers a way to save money|accident coverage"," preventive care|top affordable pet insurance providers|Lemonade|Figo|Nationwide|About Us|Contact|Terms of Use|Privacy Policy|Do not Sell my Info|Costco Pet Insurance|Pet Insurance that Covers Everything|Verified Pet Insurance Quotes ($10/month)|Pet Insurance Quotes ($10/month) Near Me|Pet Insurance Quotes ($10/month)|Pet Insurance Quotes ($10/month) in los Angeles""",1
 Motorola,ad_id|fbclick|fbid|forcekeyA|forcekeyB|forcekeyC|forcekeyD|forcekeyE|headline|imp|is_pub_ref|optkey|placement|s1agid|s1aid|s1cid|segment|utm_source,,,"""___|Wyatt Gardener|Samsung",6
" zero pressure
This isn’t a maybe. It’s your ONLY chance to upgrade your mouth for GOOD.
🚨 Don’t wait—these FREE spots are vanishing fast. Tap NOW or miss out forever! 
 www.seeknowguides.com"""," natural-looking teeth that never move or cause pain
🔥 Stop feeling embarrassed—own your smile and live without limits
🔥 Take back your confidence"," and ruin your smile? Enough is enough!
🔥 Get permanent", your bite," your life—starting today
🔥 FREE dental implants consultation with zero tricks",26
" affecting people of all ages and...""",,,,"""HOME|Home|Health|4 min read 10 Powerhouse Foods That Naturally Lower Cholesterol High cholesterol is a common health concern that affects millions of people around the world....|5 min read The Best Medications for Headaches: A Comprehensive Guide to Finding Relief Headaches are among the most common health complaints worldwide",17
